participant_id,participant_route,eval_case_id,success,termination_reason,primary_failure,failure_labels,target_xy_error,final_cylinder_tilt_degrees,maximum_cylinder_tilt_degrees,box_obstacle_contact_steps,robot_obstacle_contact_steps,realised_route,crossed_obstacle_y_band,minimum_box_cylinder_xy_distance,checkpoint_sha256,paired_manifest_sha256,video_path
T01,L,0,0,policy_timeout,target_miss,policy_timeout;target_miss,1.719478,0.000392,0.000495,0,0,indeterminate,0,0.301409,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_00_execution_0.mp4
T01,L,1,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,1.716182,89.999997,107.645271,0,1,L,1,0.097267,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_01_execution_0.mp4
T01,L,2,0,policy_timeout,target_miss,policy_timeout;target_miss,0.468157,0.000342,0.000495,0,0,L,1,0.279975,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_02_execution_0.mp4
T01,L,3,1,success,success,,0.013718,0.000313,0.000369,0,0,L,1,0.134728,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_03_execution_0.mp4
T01,L,4,1,success,success,,0.073255,0.000368,0.000373,0,0,L,1,0.210032,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_04_execution_0.mp4
T01,L,5,1,success,success,,0.06346,0.000237,0.000368,0,0,L,1,0.211332,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_05_execution_0.mp4
T01,L,6,1,success,success,,0.081147,1.2e-05,0.000373,0,0,L,1,0.173271,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_06_execution_0.mp4
T01,L,7,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.147159,89.999982,90.09874,0,3,L,1,0.130656,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_07_execution_0.mp4
T01,L,8,1,success,success,,0.021729,0.000249,0.000495,0,0,L,1,0.207007,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_08_execution_0.mp4
T01,L,9,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout,0.046763,89.999989,90.041325,0,3,L,1,0.08287,af509e1c607c5d6feee8dbf924b596d7799b7b183176477a84c0d2417ac33234,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T01/videos/case_09_execution_0.mp4
T02,L,0,0,policy_timeout,target_miss,policy_timeout;target_miss,2.436486,0.000408,0.000495,0,0,indeterminate,0,0.301409,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_00_execution_0.mp4
T02,L,1,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.318855,89.999998,90.036535,0,4,L,1,0.097729,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_01_execution_0.mp4
T02,L,2,0,policy_timeout,target_miss,policy_timeout;target_miss,5.447149,0.000222,0.000495,0,0,indeterminate,0,0.279975,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_02_execution_0.mp4
T02,L,3,0,policy_timeout,target_miss,policy_timeout;target_miss,0.148069,0.000264,0.000328,0,0,L,1,0.149667,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_03_execution_0.mp4
T02,L,4,1,success,success,,0.043702,0.0,0.00037,0,0,L,1,0.198827,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_04_execution_0.mp4
T02,L,5,1,success,success,,0.045394,4e-06,0.000375,0,0,L,1,0.194365,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_05_execution_0.mp4
T02,L,6,1,success,success,,0.026043,1e-05,0.000367,0,0,L,1,0.184042,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_06_execution_0.mp4
T02,L,7,1,success,success,,0.058469,4e-06,0.000267,0,0,L,1,0.132986,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_07_execution_0.mp4
T02,L,8,1,success,success,,0.015017,7e-06,0.000368,0,0,L,1,0.208456,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_08_execution_0.mp4
T02,L,9,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout,0.014982,90.0,90.364968,0,29,L,1,0.115057,c99f4315d501aec64b2809a524360753d7005a5d55b17b478648431c5c4626f3,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T02/videos/case_09_execution_0.mp4
T03,L,0,0,policy_timeout,target_miss,policy_timeout;target_miss,2.940589,0.000364,0.000495,0,0,indeterminate,0,0.301409,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_00_execution_0.mp4
T03,L,1,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.530001,90.000002,90.00079,53,1,L,1,0.089551,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_01_execution_0.mp4
T03,L,2,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.883179,89.999896,90.091433,0,1,L,1,0.265666,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_02_execution_0.mp4
T03,L,3,1,success,success,,0.012927,4e-06,0.000495,0,0,L,1,0.144408,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_03_execution_0.mp4
T03,L,4,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.59343,89.999999,90.098078,0,2,L,1,0.182093,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_04_execution_0.mp4
T03,L,5,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.105198,89.999998,90.131307,0,2,L,1,0.18362,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_05_execution_0.mp4
T03,L,6,0,policy_timeout,target_miss,policy_timeout;target_miss,0.361426,0.000368,0.000495,0,0,L,1,0.179315,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_06_execution_0.mp4
T03,L,7,0,policy_timeout,target_miss,policy_timeout;target_miss,0.1101,0.000208,1.296144,0,56,L,1,0.111184,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_07_execution_0.mp4
T03,L,8,1,success,success,,0.017298,7e-06,0.000334,0,0,L,1,0.193667,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_08_execution_0.mp4
T03,L,9,1,success,success,,0.010271,3e-06,0.000336,0,107,L,1,0.121405,5123f3359bb0374460324088942a178cee0ec989a835e413769f05074a6e0d8c,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T03/videos/case_09_execution_0.mp4
T04,L,0,0,policy_timeout,target_miss,policy_timeout;target_miss,2.287334,0.000344,0.000495,0,0,indeterminate,0,0.301409,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_00_execution_0.mp4
T04,L,1,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout,0.012964,89.99993,179.545775,0,1,L,1,0.043924,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_01_execution_0.mp4
T04,L,2,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,6.679261,89.999985,138.716762,0,1,indeterminate,0,0.279975,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_02_execution_0.mp4
T04,L,3,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,2.045978,89.999997,90.236998,357,2,L,1,0.101623,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_03_execution_0.mp4
T04,L,4,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.713821,89.99999,95.494567,0,4,L,1,0.166742,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_04_execution_0.mp4
T04,L,5,1,success,success,,0.02586,0.000307,0.000495,0,0,L,1,0.161416,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_05_execution_0.mp4
T04,L,6,0,policy_timeout,target_miss,policy_timeout;target_miss,0.122642,1e-05,0.000437,0,0,L,1,0.151804,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_06_execution_0.mp4
T04,L,7,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout,0.075911,90.000001,179.293463,0,1,L,1,0.083614,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_07_execution_0.mp4
T04,L,8,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.151012,89.999996,178.691407,0,3,L,1,0.185292,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_08_execution_0.mp4
T04,L,9,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout,0.035804,90.000001,97.809701,0,3,L,1,0.067426,6196474fdbb04b1d20a5300e7f64597b89d54cb2e98c8c6424e422fa71eb9845,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_target_group/policy_rollouts/T04/videos/case_09_execution_0.mp4
