participant_id,participant_route,eval_case_id,success,termination_reason,primary_failure,failure_labels,target_xy_error,final_cylinder_tilt_degrees,maximum_cylinder_tilt_degrees,box_obstacle_contact_steps,robot_obstacle_contact_steps,realised_route,minimum_box_cylinder_xy_distance,checkpoint_sha256,paired_manifest_sha256,video_path
C09,R,5,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,7.336658,90.0,100.268058,0,10769,R,0.369469,0440de0dc0ff359a25a00f1c7a01cc010cafac9b91cc27e16c724248ac311723,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C09/videos/case_05_execution_0.mp4
C09,R,6,0,policy_timeout,target_miss,policy_timeout;target_miss,0.144467,0.000391,0.000495,0,0,R,0.191423,0440de0dc0ff359a25a00f1c7a01cc010cafac9b91cc27e16c724248ac311723,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C09/videos/case_06_execution_0.mp4
C09,R,7,1,success,success,,0.011449,0.0,0.000392,0,0,R,0.184429,0440de0dc0ff359a25a00f1c7a01cc010cafac9b91cc27e16c724248ac311723,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C09/videos/case_07_execution_0.mp4
C09,R,8,0,policy_timeout,target_miss,policy_timeout;target_miss,0.287663,0.00036,0.000364,0,0,R,0.159439,0440de0dc0ff359a25a00f1c7a01cc010cafac9b91cc27e16c724248ac311723,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C09/videos/case_08_execution_0.mp4
C09,R,9,1,success,success,,0.017327,0.0,0.000361,0,0,R,0.17997,0440de0dc0ff359a25a00f1c7a01cc010cafac9b91cc27e16c724248ac311723,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C09/videos/case_09_execution_0.mp4
C10,R,0,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.873509,89.999903,179.873467,0,1,L,0.301409,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_00_execution_0.mp4
C10,R,1,1,success,success,,0.035129,0.00019,0.000495,0,0,R,0.198368,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_01_execution_0.mp4
C10,R,2,0,policy_timeout,target_miss,policy_timeout;target_miss,0.517509,0.000364,0.000376,0,0,indeterminate,0.263375,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_02_execution_0.mp4
C10,R,3,1,success,success,,0.03858,6.9e-05,0.00038,0,0,R,0.195744,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_03_execution_0.mp4
C10,R,4,1,success,success,,0.006762,2.7e-05,0.00038,0,0,R,0.145016,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_04_execution_0.mp4
C10,R,5,0,policy_timeout,target_miss,policy_timeout;target_miss,0.135647,3.1e-05,0.000479,0,0,L,0.176824,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_05_execution_0.mp4
C10,R,6,0,policy_timeout,cylinder_topple,cylinder_toppled;policy_timeout;target_miss,0.272126,89.999985,90.11264,0,507,L,0.038415,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_06_execution_0.mp4
C10,R,7,1,success,success,,0.028134,8e-05,0.000495,0,0,R,0.198686,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_07_execution_0.mp4
C10,R,8,1,success,success,,0.012917,0.00031,0.000347,0,0,R,0.147326,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_08_execution_0.mp4
C10,R,9,1,success,success,,0.016144,8.3e-05,0.000347,0,1,R,0.186215,6ad0a5d4532bfbacc2af6f69d2cb2dff9b0f1cce2f1675e5015b1b5cb17b7cfb,10dbbe16da06b4013899e350fece05687abc8c45471b584ac5a2473a0e486dad,/cephfs/volumes/hpc_data_prj/eng_demt_robot_learning/45908032-a3fa-4719-9989-cd8d04c08f7a/polymetics_demt/rebuttal_dataset/simulation_control_group/policy_rollouts/C10/videos/case_09_execution_0.mp4
